"Cell"	"Drug"	"Cell_BROAD"	"Cell_COSMIC"
"SIDM00509"	6918454	"ACH-000187"	687980
"SIDM00509"	6918638	"ACH-000187"	687980
"SIDM00509"	6918848	"ACH-000187"	687980
"SIDM00509"	6918878	"ACH-000187"	687980
"SIDM00509"	7251185	"ACH-000187"	687980
"SIDM00509"	9549184	"ACH-000187"	687980
"SIDM00509"	9826308	"ACH-000187"	687980
"SIDM00509"	9829523	"ACH-000187"	687980
"SIDM00509"	9863776	"ACH-000187"	687980
"SIDM00509"	9907093	"ACH-000187"	687980
"SIDM00509"	9956119	"ACH-000187"	687980
"SIDM00509"	10027278	"ACH-000187"	687980
"SIDM00509"	10077147	"ACH-000187"	687980
"SIDM00509"	10109823	"ACH-000187"	687980
"SIDM00509"	10113978	"ACH-000187"	687980
"SIDM00509"	10172943	"ACH-000187"	687980
"SIDM00509"	10200390	"ACH-000187"	687980
"SIDM00509"	10302451	"ACH-000187"	687980
"SIDM00509"	10341154	"ACH-000187"	687980
"SIDM00509"	10368812	"ACH-000187"	687980
"SIDM00509"	10459196	"ACH-000187"	687980
"SIDM00509"	10461815	"ACH-000187"	687980
"SIDM00509"	11455910	"ACH-000187"	687980
"SIDM00509"	11626927	"ACH-000187"	687980
"SIDM00509"	11676786	"ACH-000187"	687980
"SIDM00509"	11713159	"ACH-000187"	687980
"SIDM00509"	11844351	"ACH-000187"	687980
"SIDM00509"	15953870	"ACH-000187"	687980
"SIDM00509"	16038120	"ACH-000187"	687980
"SIDM00509"	16095342	"ACH-000187"	687980
"SIDM00509"	16659841	"ACH-000187"	687980
"SIDM00509"	16663089	"ACH-000187"	687980
"SIDM00509"	16760646	"ACH-000187"	687980
"SIDM00509"	20635522	"ACH-000187"	687980
"SIDM00509"	24756910	"ACH-000187"	687980
"SIDM00509"	24825971	"ACH-000187"	687980
"SIDM00509"	24826799	"ACH-000187"	687980
"SIDM00509"	24894414	"ACH-000187"	687980
"SIDM00509"	24951314	"ACH-000187"	687980
"SIDM00509"	25022668	"ACH-000187"	687980
"SIDM00509"	25222038	"ACH-000187"	687980
"SIDM00509"	25226117	"ACH-000187"	687980
"SIDM00509"	25226483	"ACH-000187"	687980
"SIDM00509"	25257557	"ACH-000187"	687980
"SIDM00509"	42628535	"ACH-000187"	687980
"SIDM00509"	44137675	"ACH-000187"	687980
"SIDM00509"	46244454	"ACH-000187"	687980
"SIDM00509"	46843772	"ACH-000187"	687980
"SIDM00509"	46843906	"ACH-000187"	687980
"SIDM00509"	46844147	"ACH-000187"	687980
"SIDM00509"	46885626	"ACH-000187"	687980
"SIDM00509"	46893585	"ACH-000187"	687980
"SIDM00509"	49821040	"ACH-000187"	687980
"SIDM00509"	49836027	"ACH-000187"	687980
"SIDM00509"	49850262	"ACH-000187"	687980
"SIDM00509"	51371303	"ACH-000187"	687980
"SIDM00509"	52912189	"ACH-000187"	687980
"SIDM00509"	53302361	"ACH-000187"	687980
"SIDM00509"	53315878	"ACH-000187"	687980
"SIDM00509"	54676905	"ACH-000187"	687980
"SIDM00509"	54685215	"ACH-000187"	687980
"SIDM00509"	57339144	"ACH-000187"	687980
"SIDM00509"	57340680	"ACH-000187"	687980
"SIDM00509"	58525121	"ACH-000187"	687980
"SIDM00509"	71550931	"ACH-000187"	687980
"SIDM00509"	71576693	"ACH-000187"	687980
"SIDM00509"	71729975	"ACH-000187"	687980
"SIDM00509"	76685059	"ACH-000187"	687980
"SIDM00509"	85668777	"ACH-000187"	687980
"SIDM00509"	90488984	"ACH-000187"	687980
"SIDM00509"	117918919	"ACH-000187"	687980
"SIDM00509"	117918970	"ACH-000187"	687980
"SIDM00509"	117996541	"ACH-000187"	687980
"SIDM00509"	135421197	"ACH-000187"	687980
"SIDM00510"	864	"ACH-002095"	1297438
"SIDM00510"	2332	"ACH-002095"	1297438
"SIDM00510"	2578	"ACH-002095"	1297438
"SIDM00510"	3218	"ACH-002095"	1297438
"SIDM00510"	4212	"ACH-002095"	1297438
"SIDM00510"	4993	"ACH-002095"	1297438
"SIDM00510"	5208	"ACH-002095"	1297438
"SIDM00510"	5291	"ACH-002095"	1297438
"SIDM00510"	5746	"ACH-002095"	1297438
"SIDM00510"	5978	"ACH-002095"	1297438
"SIDM00510"	6253	"ACH-002095"	1297438
"SIDM00510"	8269	"ACH-002095"	1297438
"SIDM00510"	9444	"ACH-002095"	1297438
"SIDM00510"	12035	"ACH-002095"	1297438
"SIDM00510"	31703	"ACH-002095"	1297438
"SIDM00510"	36462	"ACH-002095"	1297438
"SIDM00510"	60700	"ACH-002095"	1297438
"SIDM00510"	65110	"ACH-002095"	1297438
"SIDM00510"	68740	"ACH-002095"	1297438
"SIDM00510"	76044	"ACH-002095"	1297438
"SIDM00510"	82146	"ACH-002095"	1297438
"SIDM00510"	87371	"ACH-002095"	1297438
"SIDM00510"	92577	"ACH-002095"	1297438
"SIDM00510"	124886	"ACH-002095"	1297438
"SIDM00510"	159324	"ACH-002095"	1297438
"SIDM00510"	160355	"ACH-002095"	1297438
"SIDM00510"	234820	"ACH-002095"	1297438
"SIDM00510"	243725	"ACH-002095"	1297438
"SIDM00510"	353472	"ACH-002095"	1297438
"SIDM00510"	397888	"ACH-002095"	1297438
"SIDM00510"	442205	"ACH-002095"	1297438
"SIDM00510"	442972	"ACH-002095"	1297438
"SIDM00510"	446378	"ACH-002095"	1297438
"SIDM00510"	446541	"ACH-002095"	1297438
"SIDM00510"	448013	"ACH-002095"	1297438
"SIDM00510"	452548	"ACH-002095"	1297438
"SIDM00510"	521106	"ACH-002095"	1297438
"SIDM00510"	560326	"ACH-002095"	1297438
"SIDM00510"	643462	"ACH-002095"	1297438
"SIDM00510"	644215	"ACH-002095"	1297438
"SIDM00510"	644243	"ACH-002095"	1297438
"SIDM00510"	657237	"ACH-002095"	1297438
"SIDM00510"	992586	"ACH-002095"	1297438
"SIDM00510"	2130404	"ACH-002095"	1297438
"SIDM00510"	3005532	"ACH-002095"	1297438
"SIDM00510"	3011155	"ACH-002095"	1297438
"SIDM00510"	3372016	"ACH-002095"	1297438
"SIDM00510"	3463933	"ACH-002095"	1297438
"SIDM00510"	4263900	"ACH-002095"	1297438
"SIDM00510"	5280757	"ACH-002095"	1297438
"SIDM00510"	5311510	"ACH-002095"	1297438
"SIDM00510"	5329102	"ACH-002095"	1297438
"SIDM00510"	5352062	"ACH-002095"	1297438
"SIDM00510"	5460769	"ACH-002095"	1297438
"SIDM00510"	5477029	"ACH-002095"	1297438
"SIDM00510"	5702198	"ACH-002095"	1297438
"SIDM00510"	5717801	"ACH-002095"	1297438
"SIDM00510"	6445533	"ACH-002095"	1297438
"SIDM00510"	6710780	"ACH-002095"	1297438
"SIDM00510"	6918454	"ACH-002095"	1297438
"SIDM00510"	6918878	"ACH-002095"	1297438
"SIDM00510"	7251185	"ACH-002095"	1297438
"SIDM00510"	9549184	"ACH-002095"	1297438
"SIDM00510"	9826308	"ACH-002095"	1297438
"SIDM00510"	9829523	"ACH-002095"	1297438
"SIDM00510"	9863776	"ACH-002095"	1297438
"SIDM00510"	9907093	"ACH-002095"	1297438
"SIDM00510"	10027278	"ACH-002095"	1297438
"SIDM00510"	10109823	"ACH-002095"	1297438
"SIDM00510"	10113978	"ACH-002095"	1297438
"SIDM00510"	10172943	"ACH-002095"	1297438
"SIDM00510"	10200390	"ACH-002095"	1297438
"SIDM00510"	10302451	"ACH-002095"	1297438
"SIDM00510"	10341154	"ACH-002095"	1297438
"SIDM00510"	10368812	"ACH-002095"	1297438
"SIDM00510"	10461815	"ACH-002095"	1297438
"SIDM00510"	11404337	"ACH-002095"	1297438
"SIDM00510"	11455910	"ACH-002095"	1297438
"SIDM00510"	11626927	"ACH-002095"	1297438
"SIDM00510"	11676786	"ACH-002095"	1297438
"SIDM00510"	11713159	"ACH-002095"	1297438
"SIDM00510"	11844351	"ACH-002095"	1297438
"SIDM00510"	15953870	"ACH-002095"	1297438
"SIDM00510"	16038120	"ACH-002095"	1297438
"SIDM00510"	16659841	"ACH-002095"	1297438
"SIDM00510"	16663089	"ACH-002095"	1297438
"SIDM00510"	16747683	"ACH-002095"	1297438
"SIDM00510"	16760646	"ACH-002095"	1297438
"SIDM00510"	20635522	"ACH-002095"	1297438
"SIDM00510"	24825971	"ACH-002095"	1297438
"SIDM00510"	24826799	"ACH-002095"	1297438
"SIDM00510"	25022668	"ACH-002095"	1297438
"SIDM00510"	25222038	"ACH-002095"	1297438
"SIDM00510"	25226117	"ACH-002095"	1297438
"SIDM00510"	25226483	"ACH-002095"	1297438
"SIDM00510"	25262792	"ACH-002095"	1297438
"SIDM00510"	25262965	"ACH-002095"	1297438
"SIDM00510"	42628535	"ACH-002095"	1297438
"SIDM00510"	44442376	"ACH-002095"	1297438
"SIDM00510"	45168044	"ACH-002095"	1297438
"SIDM00510"	46244454	"ACH-002095"	1297438
"SIDM00510"	46843056	"ACH-002095"	1297438
"SIDM00510"	46843772	"ACH-002095"	1297438
"SIDM00510"	46843906	"ACH-002095"	1297438
"SIDM00510"	46844147	"ACH-002095"	1297438
"SIDM00510"	46893585	"ACH-002095"	1297438
"SIDM00510"	49821040	"ACH-002095"	1297438
"SIDM00510"	49831044	"ACH-002095"	1297438
"SIDM00510"	49836027	"ACH-002095"	1297438
"SIDM00510"	52912189	"ACH-002095"	1297438
"SIDM00510"	53302361	"ACH-002095"	1297438
"SIDM00510"	53315436	"ACH-002095"	1297438
"SIDM00510"	53315878	"ACH-002095"	1297438
"SIDM00510"	54670067	"ACH-002095"	1297438
"SIDM00510"	54676905	"ACH-002095"	1297438
"SIDM00510"	57339144	"ACH-002095"	1297438
"SIDM00510"	57340680	"ACH-002095"	1297438
"SIDM00510"	58423153	"ACH-002095"	1297438
"SIDM00510"	58525121	"ACH-002095"	1297438
"SIDM00510"	70983932	"ACH-002095"	1297438
"SIDM00510"	71522234	"ACH-002095"	1297438
"SIDM00510"	71550931	"ACH-002095"	1297438
"SIDM00510"	71576693	"ACH-002095"	1297438
"SIDM00510"	71729975	"ACH-002095"	1297438
"SIDM00510"	72201027	"ACH-002095"	1297438
"SIDM00510"	72943187	"ACH-002095"	1297438
"SIDM00510"	73010930	"ACH-002095"	1297438
"SIDM00510"	76285486	"ACH-002095"	1297438
"SIDM00510"	76685059	"ACH-002095"	1297438
"SIDM00510"	78357767	"ACH-002095"	1297438
"SIDM00510"	85668777	"ACH-002095"	1297438
"SIDM00510"	90488984	"ACH-002095"	1297438
"SIDM00510"	117918919	"ACH-002095"	1297438
"SIDM00510"	117918970	"ACH-002095"	1297438
"SIDM00510"	117996541	"ACH-002095"	1297438
"SIDM00510"	118693659	"ACH-002095"	1297438
"SIDM00510"	121271792	"ACH-002095"	1297438
"SIDM00510"	122540908	"ACH-002095"	1297438
"SIDM00510"	131634760	"ACH-002095"	1297438
"SIDM00510"	132275018	"ACH-002095"	1297438
"SIDM00510"	135398738	"ACH-002095"	1297438
"SIDM00510"	135421197	"ACH-002095"	1297438
"SIDM00511"	1018	"ACH-000257"	910937
"SIDM00511"	2332	"ACH-000257"	910937
"SIDM00511"	2578	"ACH-000257"	910937
"SIDM00511"	3218	"ACH-000257"	910937
"SIDM00511"	3796	"ACH-000257"	910937
"SIDM00511"	3899	"ACH-000257"	910937
"SIDM00511"	4212	"ACH-000257"	910937
"SIDM00511"	4261	"ACH-000257"	910937
"SIDM00511"	4993	"ACH-000257"	910937
"SIDM00511"	5208	"ACH-000257"	910937
"SIDM00511"	5291	"ACH-000257"	910937
"SIDM00511"	5746	"ACH-000257"	910937
"SIDM00511"	5978	"ACH-000257"	910937
"SIDM00511"	8249	"ACH-000257"	910937
"SIDM00511"	8269	"ACH-000257"	910937
"SIDM00511"	36462	"ACH-000257"	910937
"SIDM00511"	42640	"ACH-000257"	910937
"SIDM00511"	60700	"ACH-000257"	910937
"SIDM00511"	68740	"ACH-000257"	910937
"SIDM00511"	76044	"ACH-000257"	910937
"SIDM00511"	82146	"ACH-000257"	910937
"SIDM00511"	87371	"ACH-000257"	910937
"SIDM00511"	92577	"ACH-000257"	910937
"SIDM00511"	107969	"ACH-000257"	910937
"SIDM00511"	156414	"ACH-000257"	910937
"SIDM00511"	159324	"ACH-000257"	910937
"SIDM00511"	160355	"ACH-000257"	910937
"SIDM00511"	176167	"ACH-000257"	910937
"SIDM00511"	234820	"ACH-000257"	910937
"SIDM00511"	243725	"ACH-000257"	910937
"SIDM00511"	353472	"ACH-000257"	910937
"SIDM00511"	397888	"ACH-000257"	910937
"SIDM00511"	442205	"ACH-000257"	910937
"SIDM00511"	442972	"ACH-000257"	910937
"SIDM00511"	444732	"ACH-000257"	910937
"SIDM00511"	446378	"ACH-000257"	910937
"SIDM00511"	447912	"ACH-000257"	910937
"SIDM00511"	448013	"ACH-000257"	910937
"SIDM00511"	452548	"ACH-000257"	910937
"SIDM00511"	521106	"ACH-000257"	910937
"SIDM00511"	560326	"ACH-000257"	910937
"SIDM00511"	643462	"ACH-000257"	910937
"SIDM00511"	644215	"ACH-000257"	910937
"SIDM00511"	644243	"ACH-000257"	910937
"SIDM00511"	657237	"ACH-000257"	910937
"SIDM00511"	704473	"ACH-000257"	910937
"SIDM00511"	2155128	"ACH-000257"	910937
"SIDM00511"	2802462	"ACH-000257"	910937
"SIDM00511"	3005532	"ACH-000257"	910937
"SIDM00511"	3011155	"ACH-000257"	910937
"SIDM00511"	3101542	"ACH-000257"	910937
"SIDM00511"	3463933	"ACH-000257"	910937
"SIDM00511"	3827738	"ACH-000257"	910937
"SIDM00511"	4248455	"ACH-000257"	910937
"SIDM00511"	4263900	"ACH-000257"	910937
"SIDM00511"	5081913	"ACH-000257"	910937
"SIDM00511"	5113032	"ACH-000257"	910937
"SIDM00511"	5280757	"ACH-000257"	910937
"SIDM00511"	5287969	"ACH-000257"	910937
"SIDM00511"	5289247	"ACH-000257"	910937
"SIDM00511"	5311510	"ACH-000257"	910937
"SIDM00511"	5329102	"ACH-000257"	910937
"SIDM00511"	5351307	"ACH-000257"	910937
"SIDM00511"	5352062	"ACH-000257"	910937
"SIDM00511"	5477029	"ACH-000257"	910937
"SIDM00511"	5494449	"ACH-000257"	910937
"SIDM00511"	5717801	"ACH-000257"	910937
"SIDM00511"	6445533	"ACH-000257"	910937
"SIDM00511"	6445562	"ACH-000257"	910937
"SIDM00511"	6450816	"ACH-000257"	910937
"SIDM00511"	6539732	"ACH-000257"	910937
"SIDM00511"	6852167	"ACH-000257"	910937
"SIDM00511"	6918265	"ACH-000257"	910937
"SIDM00511"	6918638	"ACH-000257"	910937
"SIDM00511"	6918837	"ACH-000257"	910937
"SIDM00511"	6918848	"ACH-000257"	910937
"SIDM00511"	6918878	"ACH-000257"	910937
"SIDM00511"	7251185	"ACH-000257"	910937
"SIDM00511"	9549184	"ACH-000257"	910937
"SIDM00511"	9549289	"ACH-000257"	910937
"SIDM00511"	9549297	"ACH-000257"	910937
"SIDM00511"	9810884	"ACH-000257"	910937
"SIDM00511"	9813758	"ACH-000257"	910937
"SIDM00511"	9826308	"ACH-000257"	910937
"SIDM00511"	9829523	"ACH-000257"	910937
"SIDM00511"	9868037	"ACH-000257"	910937
"SIDM00511"	9874913	"ACH-000257"	910937
"SIDM00511"	9884685	"ACH-000257"	910937
"SIDM00511"	9903786	"ACH-000257"	910937
"SIDM00511"	9907093	"ACH-000257"	910937
"SIDM00511"	9908783	"ACH-000257"	910937
"SIDM00511"	9910224	"ACH-000257"	910937
"SIDM00511"	9911830	"ACH-000257"	910937
"SIDM00511"	9936746	"ACH-000257"	910937
"SIDM00511"	9952773	"ACH-000257"	910937
"SIDM00511"	9956222	"ACH-000257"	910937
"SIDM00511"	9967941	"ACH-000257"	910937
"SIDM00511"	10027278	"ACH-000257"	910937
"SIDM00511"	10074640	"ACH-000257"	910937
"SIDM00511"	10109823	"ACH-000257"	910937
"SIDM00511"	10113978	"ACH-000257"	910937
"SIDM00511"	10172943	"ACH-000257"	910937
"SIDM00511"	10200390	"ACH-000257"	910937
"SIDM00511"	10302451	"ACH-000257"	910937
"SIDM00511"	10461815	"ACH-000257"	910937
"SIDM00511"	11175137	"ACH-000257"	910937
"SIDM00511"	11234052	"ACH-000257"	910937
"SIDM00511"	11282283	"ACH-000257"	910937
"SIDM00511"	11338033	"ACH-000257"	910937
"SIDM00511"	11364421	"ACH-000257"	910937
"SIDM00511"	11373846	"ACH-000257"	910937
"SIDM00511"	11485656	"ACH-000257"	910937
"SIDM00511"	11493598	"ACH-000257"	910937
"SIDM00511"	11511120	"ACH-000257"	910937
"SIDM00511"	11617559	"ACH-000257"	910937
"SIDM00511"	11625818	"ACH-000257"	910937
"SIDM00511"	11626927	"ACH-000257"	910937
"SIDM00511"	11647372	"ACH-000257"	910937
"SIDM00511"	11655119	"ACH-000257"	910937
"SIDM00511"	11676786	"ACH-000257"	910937
"SIDM00511"	11713159	"ACH-000257"	910937
"SIDM00511"	11754511	"ACH-000257"	910937
"SIDM00511"	11844351	"ACH-000257"	910937
"SIDM00511"	14998470	"ACH-000257"	910937
"SIDM00511"	16038120	"ACH-000257"	910937
"SIDM00511"	16123056	"ACH-000257"	910937
"SIDM00511"	16218924	"ACH-000257"	910937
"SIDM00511"	16663089	"ACH-000257"	910937
"SIDM00511"	16722836	"ACH-000257"	910937
"SIDM00511"	16725726	"ACH-000257"	910937
"SIDM00511"	16732433	"ACH-000257"	910937
"SIDM00511"	16747388	"ACH-000257"	910937
"SIDM00511"	16760646	"ACH-000257"	910937
"SIDM00511"	20635522	"ACH-000257"	910937
"SIDM00511"	23582824	"ACH-000257"	910937
"SIDM00511"	24737642	"ACH-000257"	910937
"SIDM00511"	24739943	"ACH-000257"	910937
"SIDM00511"	24753719	"ACH-000257"	910937
"SIDM00511"	24756910	"ACH-000257"	910937
"SIDM00511"	24770514	"ACH-000257"	910937
"SIDM00511"	24772043	"ACH-000257"	910937
"SIDM00511"	24772860	"ACH-000257"	910937
"SIDM00511"	24821094	"ACH-000257"	910937
"SIDM00511"	24825971	"ACH-000257"	910937
"SIDM00511"	24826799	"ACH-000257"	910937
"SIDM00511"	24889392	"ACH-000257"	910937
"SIDM00511"	24894414	"ACH-000257"	910937
"SIDM00511"	24951314	"ACH-000257"	910937
"SIDM00511"	24958200	"ACH-000257"	910937
"SIDM00511"	25022668	"ACH-000257"	910937
"SIDM00511"	25099184	"ACH-000257"	910937
"SIDM00511"	25102847	"ACH-000257"	910937
"SIDM00511"	25126798	"ACH-000257"	910937
"SIDM00511"	25167777	"ACH-000257"	910937
"SIDM00511"	25195294	"ACH-000257"	910937
"SIDM00511"	25195352	"ACH-000257"	910937
"SIDM00511"	25222038	"ACH-000257"	910937
"SIDM00511"	25226117	"ACH-000257"	910937
"SIDM00511"	25226483	"ACH-000257"	910937
"SIDM00511"	25254071	"ACH-000257"	910937
"SIDM00511"	25257557	"ACH-000257"	910937
"SIDM00511"	25260757	"ACH-000257"	910937
"SIDM00511"	35397514	"ACH-000257"	910937
"SIDM00511"	42623951	"ACH-000257"	910937
"SIDM00511"	42628507	"ACH-000257"	910937
"SIDM00511"	42628535	"ACH-000257"	910937
"SIDM00511"	44143370	"ACH-000257"	910937
"SIDM00511"	44224257	"ACH-000257"	910937
"SIDM00511"	44442376	"ACH-000257"	910937
"SIDM00511"	44462758	"ACH-000257"	910937
"SIDM00511"	44551660	"ACH-000257"	910937
"SIDM00511"	45258277	"ACH-000257"	910937
"SIDM00511"	46006640	"ACH-000257"	910937
"SIDM00511"	46191454	"ACH-000257"	910937
"SIDM00511"	46192505	"ACH-000257"	910937
"SIDM00511"	46236925	"ACH-000257"	910937
"SIDM00511"	46843056	"ACH-000257"	910937
"SIDM00511"	46843648	"ACH-000257"	910937
"SIDM00511"	46843772	"ACH-000257"	910937
"SIDM00511"	46843906	"ACH-000257"	910937
"SIDM00511"	46844147	"ACH-000257"	910937
"SIDM00511"	46885626	"ACH-000257"	910937
"SIDM00511"	46911863	"ACH-000257"	910937
"SIDM00511"	46926350	"ACH-000257"	910937
"SIDM00511"	46943432	"ACH-000257"	910937
"SIDM00511"	49806720	"ACH-000257"	910937
"SIDM00511"	49821040	"ACH-000257"	910937
"SIDM00511"	49836027	"ACH-000257"	910937
"SIDM00511"	49850262	"ACH-000257"	910937
"SIDM00511"	51358113	"ACH-000257"	910937
"SIDM00511"	52918385	"ACH-000257"	910937
"SIDM00511"	53302361	"ACH-000257"	910937
"SIDM00511"	53340664	"ACH-000257"	910937
"SIDM00511"	53340666	"ACH-000257"	910937
"SIDM00511"	53413272	"ACH-000257"	910937
"SIDM00511"	53469448	"ACH-000257"	910937
"SIDM00511"	54676905	"ACH-000257"	910937
"SIDM00511"	56599306	"ACH-000257"	910937
"SIDM00511"	56965967	"ACH-000257"	910937
"SIDM00511"	57340680	"ACH-000257"	910937
"SIDM00511"	57519544	"ACH-000257"	910937
"SIDM00511"	58525121	"ACH-000257"	910937
"SIDM00511"	59472121	"ACH-000257"	910937
"SIDM00511"	59473233	"ACH-000257"	910937
"SIDM00511"	60167849	"ACH-000257"	910937
"SIDM00511"	66577006	"ACH-000257"	910937
"SIDM00511"	66577038	"ACH-000257"	910937
"SIDM00511"	68234129	"ACH-000257"	910937
"SIDM00511"	69923936	"ACH-000257"	910937
"SIDM00511"	71299339	"ACH-000257"	910937
"SIDM00511"	71522234	"ACH-000257"	910937
"SIDM00511"	71550931	"ACH-000257"	910937
"SIDM00511"	71576693	"ACH-000257"	910937
"SIDM00511"	71748056	"ACH-000257"	910937
"SIDM00511"	71755761	"ACH-000257"	910937
"SIDM00511"	72200024	"ACH-000257"	910937
"SIDM00511"	72201027	"ACH-000257"	910937
"SIDM00511"	72943187	"ACH-000257"	910937
"SIDM00511"	73010930	"ACH-000257"	910937
"SIDM00511"	73265211	"ACH-000257"	910937
"SIDM00511"	73265214	"ACH-000257"	910937
"SIDM00511"	73555129	"ACH-000257"	910937
"SIDM00511"	73707530	"ACH-000257"	910937
"SIDM00511"	77232197	"ACH-000257"	910937
"SIDM00511"	118693659	"ACH-000257"	910937
"SIDM00511"	131634760	"ACH-000257"	910937
"SIDM00511"	135398501	"ACH-000257"	910937
"SIDM00511"	135398738	"ACH-000257"	910937
"SIDM00511"	135402034	"ACH-000257"	910937
"SIDM00511"	135410875	"ACH-000257"	910937
"SIDM00511"	135421197	"ACH-000257"	910937
"SIDM00511"	135423438	"ACH-000257"	910937
"SIDM00511"	135465539	"ACH-000257"	910937
"SIDM00511"	135564749	"ACH-000257"	910937
"SIDM00511"	135659062	"ACH-000257"	910937
"SIDM00512"	4993	"ACH-000662"	687780
"SIDM00512"	5291	"ACH-000662"	687780
"SIDM00512"	76044	"ACH-000662"	687780
"SIDM00512"	160355	"ACH-000662"	687780
"SIDM00512"	442972	"ACH-000662"	687780
"SIDM00512"	644215	"ACH-000662"	687780
"SIDM00512"	5311510	"ACH-000662"	687780
"SIDM00512"	5329102	"ACH-000662"	687780
"SIDM00512"	5494449	"ACH-000662"	687780
"SIDM00512"	5717801	"ACH-000662"	687780
"SIDM00512"	7251185	"ACH-000662"	687780
"SIDM00512"	9549184	"ACH-000662"	687780
"SIDM00512"	9826308	"ACH-000662"	687780
"SIDM00512"	9907093	"ACH-000662"	687780
"SIDM00512"	10172943	"ACH-000662"	687780
"SIDM00512"	10302451	"ACH-000662"	687780
"SIDM00512"	10461815	"ACH-000662"	687780
"SIDM00512"	11626927	"ACH-000662"	687780
"SIDM00512"	11676786	"ACH-000662"	687780
"SIDM00512"	11844351	"ACH-000662"	687780
"SIDM00512"	16038120	"ACH-000662"	687780
"SIDM00512"	16663089	"ACH-000662"	687780
"SIDM00512"	16760646	"ACH-000662"	687780
"SIDM00512"	20635522	"ACH-000662"	687780
"SIDM00512"	24825971	"ACH-000662"	687780
"SIDM00512"	46843906	"ACH-000662"	687780
"SIDM00512"	46844147	"ACH-000662"	687780
"SIDM00512"	49821040	"ACH-000662"	687780
"SIDM00512"	49836027	"ACH-000662"	687780
"SIDM00512"	51358113	"ACH-000662"	687780
"SIDM00512"	71550931	"ACH-000662"	687780
"SIDM00513"	4993	"ACH-000161"	906805
"SIDM00513"	5291	"ACH-000161"	906805
"SIDM00513"	76044	"ACH-000161"	906805
"SIDM00513"	160355	"ACH-000161"	906805
"SIDM00513"	442972	"ACH-000161"	906805
"SIDM00513"	644215	"ACH-000161"	906805
"SIDM00513"	5311510	"ACH-000161"	906805
"SIDM00513"	5329102	"ACH-000161"	906805
"SIDM00513"	5494449	"ACH-000161"	906805
"SIDM00513"	5717801	"ACH-000161"	906805
"SIDM00513"	7251185	"ACH-000161"	906805
"SIDM00513"	9549184	"ACH-000161"	906805
"SIDM00513"	9826308	"ACH-000161"	906805
"SIDM00513"	9907093	"ACH-000161"	906805
"SIDM00513"	10172943	"ACH-000161"	906805
"SIDM00513"	10302451	"ACH-000161"	906805
"SIDM00513"	10461815	"ACH-000161"	906805
"SIDM00513"	11626927	"ACH-000161"	906805
"SIDM00513"	11676786	"ACH-000161"	906805
"SIDM00513"	11844351	"ACH-000161"	906805
"SIDM00513"	16038120	"ACH-000161"	906805
"SIDM00513"	16663089	"ACH-000161"	906805
"SIDM00513"	16760646	"ACH-000161"	906805
"SIDM00513"	20635522	"ACH-000161"	906805
"SIDM00513"	24825971	"ACH-000161"	906805
"SIDM00513"	25226117	"ACH-000161"	906805
"SIDM00513"	25226483	"ACH-000161"	906805
"SIDM00513"	42628535	"ACH-000161"	906805
"SIDM00513"	44442376	"ACH-000161"	906805
"SIDM00513"	46843772	"ACH-000161"	906805
"SIDM00513"	46843906	"ACH-000161"	906805
"SIDM00513"	46844147	"ACH-000161"	906805
"SIDM00513"	49821040	"ACH-000161"	906805
"SIDM00513"	49836027	"ACH-000161"	906805
"SIDM00513"	57340680	"ACH-000161"	906805
"SIDM00513"	58525121	"ACH-000161"	906805
"SIDM00513"	71550931	"ACH-000161"	906805
"SIDM00513"	71576693	"ACH-000161"	906805
"SIDM00515"	864	"ACH-000401"	906813
"SIDM00515"	2332	"ACH-000401"	906813
"SIDM00515"	2578	"ACH-000401"	906813
"SIDM00515"	4212	"ACH-000401"	906813
"SIDM00515"	5978	"ACH-000401"	906813
"SIDM00515"	8269	"ACH-000401"	906813
"SIDM00515"	9444	"ACH-000401"	906813
"SIDM00515"	12035	"ACH-000401"	906813
"SIDM00515"	60700	"ACH-000401"	906813
"SIDM00515"	68740	"ACH-000401"	906813
"SIDM00515"	87371	"ACH-000401"	906813
"SIDM00515"	124886	"ACH-000401"	906813
"SIDM00515"	234820	"ACH-000401"	906813
"SIDM00515"	243725	"ACH-000401"	906813
"SIDM00515"	353472	"ACH-000401"	906813
"SIDM00515"	397888	"ACH-000401"	906813
"SIDM00515"	442205	"ACH-000401"	906813
"SIDM00515"	446541	"ACH-000401"	906813
"SIDM00515"	452548	"ACH-000401"	906813
"SIDM00515"	643462	"ACH-000401"	906813
"SIDM00515"	657237	"ACH-000401"	906813
"SIDM00515"	992586	"ACH-000401"	906813
"SIDM00515"	3011155	"ACH-000401"	906813
"SIDM00515"	5352062	"ACH-000401"	906813
"SIDM00515"	5477029	"ACH-000401"	906813
"SIDM00515"	25222038	"ACH-000401"	906813
"SIDM00515"	44442376	"ACH-000401"	906813
"SIDM00515"	45168044	"ACH-000401"	906813
"SIDM00515"	46843056	"ACH-000401"	906813
"SIDM00515"	46843906	"ACH-000401"	906813
"SIDM00515"	53315436	"ACH-000401"	906813
"SIDM00515"	54670067	"ACH-000401"	906813
"SIDM00515"	70983932	"ACH-000401"	906813
"SIDM00515"	71522234	"ACH-000401"	906813
"SIDM00515"	71550931	"ACH-000401"	906813
"SIDM00515"	71755761	"ACH-000401"	906813
"SIDM00515"	72201027	"ACH-000401"	906813
